Duration_Days,Frequency,Cumulative_Probability
102.3,1,0.1267
102.3,1,0.1268
102.3,1,0.1269
102.3,1,0.1270
102.3,1,0.1271
102.3,1,0.1272
102.3,1,0.1273
102.3,1,0.1274
102.3,1,0.1275
102.3,1,0.1276
102.3,1,0.1277
102.3,1,0.1278
102.3,1,0.1279
102.3,1,0.1280
102.3,1,0.1281
102.3,1,0.1282
102.3,1,0.1283
102.3,1,0.1284
102.3,1,0.1285
102.3,1,0.1286
102.3,1,0.1287
102.3,1,0.1288
102.3,1,0.1289
102.3,1,0.1290
102.3,1,0.1291
102.3,1,0.1292
102.3,1,0.1293
102.3,1,0.1294
102.3,1,0.1295
102.3,1,0.1296
102.3,1,0.1297
102.3,1,0.1298
102.4,1,0.1299
102.4,1,0.1300
102.4,1,0.1301
102.4,1,0.1302
102.4,1,0.1303
102.4,1,0.1304
102.4,1,0.1305
102.4,1,0.1306
102.4,1,0.1307
102.4,1,0.1308
102.4,1,0.1309
102.4,1,0.1310
102.4,1,0.1311
102.4,1,0.1312
102.4,1,0.1313
102.4,1,0.1314
102.4,1,0.1315
102.4,1,0.1316
102.4,1,0.1317
102.4,1,0.1318
102.4,1,0.1319
102.4,1,0.1320
102.4,1,0.1321
102.4,1,0.1322
102.4,1,0.1323
102.4,1,0.1324
102.4,1,0.1325
102.4,1,0.1326
102.4,1,0.1327
102.4,1,0.1328
102.4,1,0.1329
102.4,1,0.1330
102.4,1,0.1331
102.4,1,0.1332
102.4,1,0.1333
102.4,1,0.1334
102.4,1,0.1335
102.4,1,0.1336
102.4,1,0.1337
102.4,1,0.1338
102.4,1,0.1339
102.4,1,0.1340
102.4,1,0.1341
102.4,1,0.1342
102.4,1,0.1343
102.4,1,0.1344
102.4,1,0.1345
102.4,1,0.1346
102.4,1,0.1347
102.4,1,0.1348
102.5,1,0.1349
102.5,1,0.1350
102.5,1,0.1351
102.5,1,0.1352
102.5,1,0.1353
102.5,1,0.1354
102.5,1,0.1355
102.5,1,0.1356
102.5,1,0.1357
102.5,1,0.1358
102.5,1,0.1359
102.5,1,0.1360
102.5,1,0.1361
102.5,1,0.1362
102.5,1,0.1363
102.5,1,0.1364
102.5,1,0.1365
102.5,1,0.1366
102.5,1,0.1367
102.5,1,0.1368
102.5,1,0.1369
102.5,1,0.1370
102.5,1,0.1371
102.5,1,0.1372
102.5,1,0.1373
102.5,1,0.1374
102.5,1,0.1375
102.5,1,0.1376
102.5,1,0.1377
102.5,1,0.1378
102.5,1,0.1379
102.5,1,0.1380
102.5,1,0.1381
102.5,1,0.1382
102.5,1,0.1383
102.5,1,0.1384
102.5,1,0.1385
102.5,1,0.1386
102.5,1,0.1387
102.5,1,0.1388
102.5,1,0.1389
102.5,1,0.1390
102.5,1,0.1391
102.5,1,0.1392
102.5,1,0.1393
102.5,1,0.1394
102.5,1,0.1395
102.5,1,0.1396
102.5,1,0.1397
102.5,1,0.1398
102.5,1,0.1399
102.5,1,0.1400
102.5,1,0.1401
102.5,1,0.1402
102.5,1,0.1403
102.5,1,0.1404
102.5,1,0.1405
102.5,1,0.1406
102.5,1,0.1407
102.5,1,0.1408
102.5,1,0.1409
102.5,1,0.1410
102.5,1,0.1411
102.5,1,0.1412
102.5,1,0.1413
102.5,1,0.1414
102.5,1,0.1415
102.6,1,0.1416
102.6,1,0.1417
102.6,1,0.1418
102.6,1,0.1419
102.6,1,0.1420
102.6,1,0.1421
102.6,1,0.1422
102.6,1,0.1423
102.6,1,0.1424
102.6,1,0.1425
102.6,1,0.1426
102.6,1,0.1427
102.6,1,0.1428
102.6,1,0.1429
102.6,1,0.1430
102.6,1,0.1431
102.6,1,0.1432
102.6,1,0.1433
102.6,1,0.1434
102.6,1,0.1435
102.6,1,0.1436
102.6,1,0.1437
102.6,1,0.1438
102.6,1,0.1439
102.6,1,0.1440
102.6,1,0.1441
102.6,1,0.1442
102.6,1,0.1443
102.6,1,0.1444
102.6,1,0.1445
102.6,1,0.1446
102.6,1,0.1447
102.6,1,0.1448
102.6,1,0.1449
102.6,1,0.1450
102.6,1,0.1451
102.6,1,0.1452
102.6,1,0.1453
102.6,1,0.1454
102.6,1,0.1455
102.6,1,0.1456
102.6,1,0.1457
102.6,1,0.1458
102.6,1,0.1459
102.6,1,0.1460
102.6,1,0.1461
102.6,1,0.1462
102.6,1,0.1463
102.6,1,0.1464
102.6,1,0.1465
102.6,1,0.1466
102.6,1,0.1467
102.6,1,0.1468
102.6,1,0.1469
102.6,1,0.1470
102.6,1,0.1471
102.6,1,0.1472
102.6,1,0.1473
102.6,1,0.1474
102.6,1,0.1475
102.6,1,0.1476
102.6,1,0.1477
102.6,1,0.1478
102.6,1,0.1479
102.6,1,0.1480
102.6,1,0.1481
102.6,1,0.1482
102.7,1,0.1483
102.7,1,0.1484
102.7,1,0.1485
102.7,1,0.1486
102.7,1,0.1487
102.7,1,0.1488
102.7,1,0.1489
102.7,1,0.1490
102.7,1,0.1491
102.7,1,0.1492
102.7,1,0.1493
102.7,1,0.1494
102.7,1,0.1495
102.7,1,0.1496
102.7,1,0.1497
102.7,1,0.1498
102.7,1,0.1499
102.7,1,0.1500
102.7,1,0.1501
102.7,1,0.1502
102.7,1,0.1503
102.7,1,0.1504
102.7,1,0.1505
102.7,1,0.1506
102.7,1,0.1507
102.7,1,0.1508
102.7,1,0.1509
102.7,1,0.1510
102.7,1,0.1511
102.7,1,0.1512
102.7,1,0.1513
102.7,1,0.1514
102.7,1,0.1515
102.7,1,0.1516
102.7,1,0.1517
102.7,1,0.1518
102.7,1,0.1519
102.7,1,0.1520
102.7,1,0.1521
102.7,1,0.1522
102.7,1,0.1523
102.7,1,0.1524
102.7,1,0.1525
102.7,1,0.1526
102.7,1,0.1527
102.7,1,0.1528
102.7,1,0.1529
102.7,1,0.1530
102.7,1,0.1531
102.7,1,0.1532
102.7,1,0.1533
102.7,1,0.1534
102.7,1,0.1535
102.7,1,0.1536
102.7,1,0.1537
102.7,1,0.1538
102.7,1,0.1539
102.7,1,0.1540
102.7,1,0.1541
102.7,1,0.1542
102.7,1,0.1543
102.7,1,0.1544
102.7,1,0.1545
102.7,1,0.1546
102.8,1,0.1547
102.8,1,0.1548
102.8,1,0.1549
102.8,1,0.1550
102.8,1,0.1551
102.8,1,0.1552
102.8,1,0.1553
102.8,1,0.1554
102.8,1,0.1555
102.8,1,0.1556
102.8,1,0.1557
102.8,1,0.1558
102.8,1,0.1559
102.8,1,0.1560
102.8,1,0.1561
102.8,1,0.1562
102.8,1,0.1563
102.8,1,0.1564
102.8,1,0.1565
102.8,1,0.1566
102.8,1,0.1567
102.8,1,0.1568
102.8,1,0.1569
102.8,1,0.1570
102.8,1,0.1571
102.8,1,0.1572
102.8,1,0.1573
102.8,1,0.1574
102.8,1,0.1575
102.8,1,0.1576
102.8,1,0.1577
102.8,1,0.1578
102.8,1,0.1579
102.8,1,0.1580
102.8,1,0.1581
102.8,1,0.1582
102.8,1,0.1583
102.8,1,0.1584
102.8,1,0.1585
102.8,1,0.1586
102.8,1,0.1587
102.8,1,0.1588
102.8,1,0.1589
102.8,1,0.1590
102.8,1,0.1591
102.8,1,0.1592
102.8,1,0.1593
102.8,1,0.1594
102.8,1,0.1595
102.8,1,0.1596
102.8,1,0.1597
102.8,1,0.1598
102.8,1,0.1599
102.8,1,0.1600
102.9,1,0.1601
102.9,1,0.1602
102.9,1,0.1603
102.9,1,0.1604
102.9,1,0.1605
102.9,1,0.1606
102.9,1,0.1607
102.9,1,0.1608
102.9,1,0.1609
102.9,1,0.1610
102.9,1,0.1611
102.9,1,0.1612
102.9,1,0.1613
102.9,1,0.1614
102.9,1,0.1615
102.9,1,0.1616
102.9,1,0.1617
102.9,1,0.1618
102.9,1,0.1619
102.9,1,0.1620
102.9,1,0.1621
102.9,1,0.1622
102.9,1,0.1623
102.9,1,0.1624
102.9,1,0.1625
102.9,1,0.1626
102.9,1,0.1627
102.9,1,0.1628
102.9,1,0.1629
102.9,1,0.1630
102.9,1,0.1631
102.9,1,0.1632
102.9,1,0.1633
102.9,1,0.1634
102.9,1,0.1635
102.9,1,0.1636
102.9,1,0.1637
102.9,1,0.1638
102.9,1,0.1639
102.9,1,0.1640
102.9,1,0.1641
102.9,1,0.1642
102.9,1,0.1643
102.9,1,0.1644
102.9,1,0.1645
102.9,1,0.1646
102.9,1,0.1647
102.9,1,0.1648
102.9,1,0.1649
102.9,1,0.1650
102.9,1,0.1651
102.9,1,0.1652
102.9,1,0.1653
102.9,1,0.1654
102.9,1,0.1655
102.9,1,0.1656
102.9,1,0.1657
102.9,1,0.1658
102.9,1,0.1659
102.9,1,0.1660
102.9,1,0.1661
102.9,1,0.1662
102.9,1,0.1663
102.9,1,0.1664
102.9,1,0.1665
102.9,1,0.1666
102.9,1,0.1667
102.9,1,0.1668
102.9,1,0.1669
102.9,1,0.1670
102.9,1,0.1671
103.0,1,0.1672
103.0,1,0.1673
103.0,1,0.1674
103.0,1,0.1675
103.0,1,0.1676
103.0,1,0.1677
103.0,1,0.1678
103.0,1,0.1679
103.0,1,0.1680
103.0,1,0.1681
103.0,1,0.1682
103.0,1,0.1683
103.0,1,0.1684
103.0,1,0.1685
103.0,1,0.1686
103.0,1,0.1687
103.0,1,0.1688
103.0,1,0.1689
103.0,1,0.1690
103.0,1,0.1691
103.0,1,0.1692
103.0,1,0.1693
103.0,1,0.1694
103.0,1,0.1695
103.0,1,0.1696
103.0,1,0.1697
103.0,1,0.1698
103.0,1,0.1699
103.0,1,0.1700
103.0,1,0.1701
103.0,1,0.1702
103.0,1,0.1703
103.0,1,0.1704
103.0,1,0.1705
103.0,1,0.1706
103.0,1,0.1707
103.0,1,0.1708
103.0,1,0.1709
103.0,1,0.1710
103.0,1,0.1711
103.0,1,0.1712
103.0,1,0.1713
103.0,1,0.1714
103.0,1,0.1715
103.0,1,0.1716
103.0,1,0.1717
103.0,1,0.1718
103.0,1,0.1719
103.0,1,0.1720
103.0,1,0.1721
103.0,1,0.1722
103.0,1,0.1723
103.0,1,0.1724
103.0,1,0.1725
103.0,1,0.1726
103.0,1,0.1727
103.0,1,0.1728
103.0,1,0.1729
103.0,1,0.1730
103.0,1,0.1731
103.0,1,0.1732
103.0,1,0.1733
103.0,1,0.1734
103.0,1,0.1735
103.0,1,0.1736
103.0,1,0.1737
103.1,1,0.1738
103.1,1,0.1739
103.1,1,0.1740
103.1,1,0.1741
103.1,1,0.1742
103.1,1,0.1743
103.1,1,0.1744
103.1,1,0.1745
103.1,1,0.1746
103.1,1,0.1747
103.1,1,0.1748
103.1,1,0.1749
103.1,1,0.1750
103.1,1,0.1751
103.1,1,0.1752
103.1,1,0.1753
103.1,1,0.1754
103.1,1,0.1755
103.1,1,0.1756
103.1,1,0.1757
103.1,1,0.1758
103.1,1,0.1759
103.1,1,0.1760
103.1,1,0.1761
103.1,1,0.1762
103.1,1,0.1763
103.1,1,0.1764
103.1,1,0.1765
103.1,1,0.1766
103.1,1,0.1767
103.1,1,0.1768
103.1,1,0.1769
103.1,1,0.1770
103.1,1,0.1771
103.1,1,0.1772
103.1,1,0.1773
103.1,1,0.1774
103.1,1,0.1775
103.1,1,0.1776
103.1,1,0.1777
103.1,1,0.1778
103.1,1,0.1779
103.1,1,0.1780
103.1,1,0.1781
103.1,1,0.1782
103.1,1,0.1783
103.1,1,0.1784
103.1,1,0.1785
103.1,1,0.1786
103.1,1,0.1787
103.1,1,0.1788
103.1,1,0.1789
103.1,1,0.1790
103.1,1,0.1791
103.1,1,0.1792
103.1,1,0.1793
103.1,1,0.1794
103.1,1,0.1795
103.1,1,0.1796
103.1,1,0.1797
103.1,1,0.1798
103.1,1,0.1799
103.1,1,0.1800
103.1,1,0.1801
103.1,1,0.1802
103.1,1,0.1803
103.1,1,0.1804
103.1,1,0.1805
103.1,1,0.1806
103.1,1,0.1807
103.1,1,0.1808
103.1,1,0.1809
103.1,1,0.1810
103.1,1,0.1811
103.1,1,0.1812
103.1,1,0.1813
103.1,1,0.1814
103.1,1,0.1815
103.1,1,0.1816
103.1,1,0.1817
103.1,1,0.1818
103.1,1,0.1819
103.1,1,0.1820
103.1,1,0.1821
103.1,1,0.1822
103.2,1,0.1823
103.2,1,0.1824
103.2,1,0.1825
103.2,1,0.1826
103.2,1,0.1827
103.2,1,0.1828
103.2,1,0.1829
103.2,1,0.1830
103.2,1,0.1831
103.2,1,0.1832
103.2,1,0.1833
103.2,1,0.1834
103.2,1,0.1835
103.2,1,0.1836
103.2,1,0.1837
103.2,1,0.1838
103.2,1,0.1839
103.2,1,0.1840
103.2,1,0.1841
103.2,1,0.1842
103.2,1,0.1843
103.2,1,0.1844
103.2,1,0.1845
103.2,1,0.1846
103.2,1,0.1847
103.2,1,0.1848
103.2,1,0.1849
103.2,1,0.1850
103.2,1,0.1851
103.2,1,0.1852
103.2,1,0.1853
103.2,1,0.1854
103.2,1,0.1855
103.2,1,0.1856
103.2,1,0.1857
103.2,1,0.1858
103.2,1,0.1859
103.2,1,0.1860
103.2,1,0.1861
103.2,1,0.1862
103.2,1,0.1863
103.2,1,0.1864
103.2,1,0.1865
103.2,1,0.1866
103.2,1,0.1867
103.2,1,0.1868
103.2,1,0.1869
103.2,1,0.1870
103.2,1,0.1871
103.2,1,0.1872
103.2,1,0.1873
103.2,1,0.1874
103.2,1,0.1875
103.2,1,0.1876
103.2,1,0.1877
103.2,1,0.1878
103.2,1,0.1879
103.2,1,0.1880
103.2,1,0.1881
103.2,1,0.1882
103.2,1,0.1883
103.2,1,0.1884
103.2,1,0.1885
103.2,1,0.1886
103.2,1,0.1887
103.2,1,0.1888
103.2,1,0.1889
103.2,1,0.1890
103.2,1,0.1891
103.2,1,0.1892
103.2,1,0.1893
103.2,1,0.1894
103.2,1,0.1895
103.2,1,0.1896
103.2,1,0.1897
103.2,1,0.1898
103.2,1,0.1899
103.3,1,0.1900
103.3,1,0.1901
103.3,1,0.1902
103.3,1,0.1903
103.3,1,0.1904
103.3,1,0.1905
103.3,1,0.1906
103.3,1,0.1907
103.3,1,0.1908
103.3,1,0.1909
103.3,1,0.1910
103.3,1,0.1911
103.3,1,0.1912
103.3,1,0.1913
103.3,1,0.1914
103.3,1,0.1915
103.3,1,0.1916
103.3,1,0.1917
103.3,1,0.1918
103.3,1,0.1919
103.3,1,0.1920
103.3,1,0.1921
103.3,1,0.1922
103.3,1,0.1923
103.3,1,0.1924
103.3,1,0.1925
103.3,1,0.1926
103.3,1,0.1927
103.3,1,0.1928
103.3,1,0.1929
103.3,1,0.1930
103.3,1,0.1931
103.3,1,0.1932
103.3,1,0.1933
103.3,1,0.1934
103.3,1,0.1935
103.3,1,0.1936
103.3,1,0.1937
103.3,1,0.1938
103.3,1,0.1939
103.3,1,0.1940
103.3,1,0.1941
103.3,1,0.1942
103.3,1,0.1943
103.3,1,0.1944
103.3,1,0.1945
103.3,1,0.1946
103.3,1,0.1947
103.3,1,0.1948
103.3,1,0.1949
103.3,1,0.1950
103.3,1,0.1951
103.3,1,0.1952
103.3,1,0.1953
103.3,1,0.1954
103.3,1,0.1955
103.3,1,0.1956
103.3,1,0.1957
103.3,1,0.1958
103.3,1,0.1959
103.3,1,0.1960
103.3,1,0.1961
103.3,1,0.1962
103.3,1,0.1963
103.3,1,0.1964
103.3,1,0.1965
103.3,1,0.1966
103.4,1,0.1967
103.4,1,0.1968
103.4,1,0.1969
103.4,1,0.1970
103.4,1,0.1971
103.4,1,0.1972
103.4,1,0.1973
103.4,1,0.1974
103.4,1,0.1975
103.4,1,0.1976
103.4,1,0.1977
103.4,1,0.1978
103.4,1,0.1979
103.4,1,0.1980
103.4,1,0.1981
103.4,1,0.1982
103.4,1,0.1983
103.4,1,0.1984
103.4,1,0.1985
103.4,1,0.1986
103.4,1,0.1987
103.4,1,0.1988
103.4,1,0.1989
103.4,1,0.1990
103.4,1,0.1991
103.4,1,0.1992
103.4,1,0.1993
103.4,1,0.1994
103.4,1,0.1995
103.4,1,0.1996
103.4,1,0.1997
103.4,1,0.1998
103.4,1,0.1999
103.4,1,0.2000
103.4,1,0.2001
103.4,1,0.2002
103.4,1,0.2003
103.4,1,0.2004
103.4,1,0.2005
103.4,1,0.2006
103.4,1,0.2007
103.4,1,0.2008
103.4,1,0.2009
103.4,1,0.2010
103.4,1,0.2011
103.4,1,0.2012
103.4,1,0.2013
103.4,1,0.2014
103.4,1,0.2015
103.4,1,0.2016
103.4,1,0.2017
103.4,1,0.2018
103.4,1,0.2019
103.4,1,0.2020
103.4,1,0.2021
103.4,1,0.2022
103.4,1,0.2023
103.4,1,0.2024
103.4,1,0.2025
103.4,1,0.2026
103.4,1,0.2027
103.4,1,0.2028
103.4,1,0.2029
103.4,1,0.2030
103.4,1,0.2031
103.4,1,0.2032
103.4,1,0.2033
103.4,1,0.2034
103.4,1,0.2035
103.4,1,0.2036
103.4,1,0.2037
103.4,1,0.2038
103.4,1,0.2039
103.4,1,0.2040
103.4,1,0.2041
103.4,1,0.2042
103.4,1,0.2043
103.4,1,0.2044
103.4,1,0.2045
103.4,1,0.2046
103.4,1,0.2047
103.4,1,0.2048
103.4,1,0.2049
103.4,1,0.2050
103.5,1,0.2051
103.5,1,0.2052
103.5,1,0.2053
103.5,1,0.2054
103.5,1,0.2055
103.5,1,0.2056
103.5,1,0.2057
103.5,1,0.2058
103.5,1,0.2059
103.5,1,0.2060
103.5,1,0.2061
103.5,1,0.2062
103.5,1,0.2063
103.5,1,0.2064
103.5,1,0.2065
103.5,1,0.2066
103.5,1,0.2067
103.5,1,0.2068
103.5,1,0.2069
103.5,1,0.2070
103.5,1,0.2071
103.5,1,0.2072
103.5,1,0.2073
103.5,1,0.2074
103.5,1,0.2075
103.5,1,0.2076
103.5,1,0.2077
103.5,1,0.2078
103.5,1,0.2079
103.5,1,0.2080
103.5,1,0.2081
103.5,1,0.2082
103.5,1,0.2083
103.5,1,0.2084
103.5,1,0.2085
103.5,1,0.2086
103.5,1,0.2087
103.5,1,0.2088
103.5,1,0.2089
103.5,1,0.2090
103.5,1,0.2091
103.5,1,0.2092
103.5,1,0.2093
103.5,1,0.2094
103.5,1,0.2095
103.5,1,0.2096
103.5,1,0.2097
103.5,1,0.2098
103.5,1,0.2099
103.5,1,0.2100
103.5,1,0.2101
103.5,1,0.2102
103.5,1,0.2103
103.5,1,0.2104
103.5,1,0.2105
103.5,1,0.2106
103.5,1,0.2107
103.5,1,0.2108
103.5,1,0.2109
103.5,1,0.2110
103.5,1,0.2111
103.5,1,0.2112
103.5,1,0.2113
103.5,1,0.2114
103.5,1,0.2115
103.5,1,0.2116
103.5,1,0.2117
103.5,1,0.2118
103.5,1,0.2119
103.5,1,0.2120
103.5,1,0.2121
103.5,1,0.2122
103.5,1,0.2123
103.5,1,0.2124
103.5,1,0.2125
103.5,1,0.2126
103.5,1,0.2127
103.5,1,0.2128
103.6,1,0.2129
103.6,1,0.2130
103.6,1,0.2131
103.6,1,0.2132
103.6,1,0.2133
103.6,1,0.2134
103.6,1,0.2135
103.6,1,0.2136
103.6,1,0.2137
103.6,1,0.2138
103.6,1,0.2139
103.6,1,0.2140
103.6,1,0.2141
103.6,1,0.2142
103.6,1,0.2143
103.6,1,0.2144
103.6,1,0.2145
103.6,1,0.2146
103.6,1,0.2147
103.6,1,0.2148
103.6,1,0.2149
103.6,1,0.2150
103.6,1,0.2151
103.6,1,0.2152
103.6,1,0.2153
103.6,1,0.2154
103.6,1,0.2155
103.6,1,0.2156
103.6,1,0.2157
103.6,1,0.2158
103.6,1,0.2159
103.6,1,0.2160
103.6,1,0.2161
103.6,1,0.2162
103.6,1,0.2163
103.6,1,0.2164
103.6,1,0.2165
103.6,1,0.2166
103.6,1,0.2167
103.6,1,0.2168
103.6,1,0.2169
103.6,1,0.2170
103.6,1,0.2171
103.6,1,0.2172
103.6,1,0.2173
103.6,1,0.2174
103.6,1,0.2175
103.6,1,0.2176
103.6,1,0.2177
103.6,1,0.2178
103.6,1,0.2179
103.6,1,0.2180
103.6,1,0.2181
103.6,1,0.2182
103.6,1,0.2183
103.6,1,0.2184
103.6,1,0.2185
103.6,1,0.2186
103.6,1,0.2187
103.6,1,0.2188
103.6,1,0.2189
103.6,1,0.2190
103.6,1,0.2191
103.6,1,0.2192
103.6,1,0.2193
103.6,1,0.2194
103.6,1,0.2195
103.6,1,0.2196
103.6,1,0.2197
103.6,1,0.2198
103.7,1,0.2199
103.7,1,0.2200
103.7,1,0.2201
103.7,1,0.2202
103.7,1,0.2203
103.7,1,0.2204
103.7,1,0.2205
103.7,1,0.2206
103.7,1,0.2207
103.7,1,0.2208
103.7,1,0.2209
103.7,1,0.2210
103.7,1,0.2211
103.7,1,0.2212
103.7,1,0.2213
103.7,1,0.2214
103.7,1,0.2215
103.7,1,0.2216
103.7,1,0.2217
103.7,1,0.2218
103.7,1,0.2219
103.7,1,0.2220
103.7,1,0.2221
103.7,1,0.2222
103.7,1,0.2223
103.7,1,0.2224
103.7,1,0.2225
103.7,1,0.2226
103.7,1,0.2227
103.7,1,0.2228
103.7,1,0.2229
103.7,1,0.2230
103.7,1,0.2231
103.7,1,0.2232
103.7,1,0.2233
103.7,1,0.2234
103.7,1,0.2235
103.7,1,0.2236
103.7,1,0.2237
103.7,1,0.2238
103.7,1,0.2239
103.7,1,0.2240
103.7,1,0.2241
103.7,1,0.2242
103.7,1,0.2243
103.7,1,0.2244
103.7,1,0.2245
103.7,1,0.2246
103.7,1,0.2247
103.7,1,0.2248
103.7,1,0.2249
103.7,1,0.2250
103.7,1,0.2251
103.7,1,0.2252
103.7,1,0.2253
103.7,1,0.2254
103.7,1,0.2255
103.7,1,0.2256
103.7,1,0.2257
103.7,1,0.2258
103.7,1,0.2259
103.7,1,0.2260
103.7,1,0.2261
103.7,1,0.2262
103.7,1,0.2263
103.7,1,0.2264
103.7,1,0.2265
103.7,1,0.2266
103.8,1,0.2267
103.8,1,0.2268
103.8,1,0.2269
103.8,1,0.2270
103.8,1,0.2271
103.8,1,0.2272
103.8,1,0.2273
103.8,1,0.2274
103.8,1,0.2275
103.8,1,0.2276
103.8,1,0.2277
103.8,1,0.2278
103.8,1,0.2279
103.8,1,0.2280
103.8,1,0.2281
103.8,1,0.2282
103.8,1,0.2283
103.8,1,0.2284
103.8,1,0.2285
103.8,1,0.2286
103.8,1,0.2287
103.8,1,0.2288
103.8,1,0.2289
103.8,1,0.2290
103.8,1,0.2291
103.8,1,0.2292
103.8,1,0.2293
103.8,1,0.2294
103.8,1,0.2295
103.8,1,0.2296
103.8,1,0.2297
103.8,1,0.2298
103.8,1,0.2299
103.8,1,0.2300
103.8,1,0.2301
103.8,1,0.2302
103.8,1,0.2303
103.8,1,0.2304
103.8,1,0.2305
103.8,1,0.2306
103.8,1,0.2307
103.8,1,0.2308
103.8,1,0.2309
103.8,1,0.2310
103.8,1,0.2311
103.8,1,0.2312
103.8,1,0.2313
103.8,1,0.2314
103.8,1,0.2315
103.8,1,0.2316
103.8,1,0.2317
103.8,1,0.2318
103.8,1,0.2319
103.8,1,0.2320
103.8,1,0.2321
103.8,1,0.2322
103.8,1,0.2323
103.8,1,0.2324
103.8,1,0.2325
103.8,1,0.2326
103.8,1,0.2327
103.8,1,0.2328
103.8,1,0.2329
103.8,1,0.2330
103.8,1,0.2331
103.8,1,0.2332
103.8,1,0.2333
103.8,1,0.2334
103.8,1,0.2335
103.8,1,0.2336
103.8,1,0.2337
103.8,1,0.2338
103.8,1,0.2339
103.8,1,0.2340
103.8,1,0.2341
103.9,1,0.2342
103.9,1,0.2343
103.9,1,0.2344
103.9,1,0.2345
103.9,1,0.2346
103.9,1,0.2347
103.9,1,0.2348
103.9,1,0.2349
103.9,1,0.2350
103.9,1,0.2351
103.9,1,0.2352
103.9,1,0.2353
103.9,1,0.2354
103.9,1,0.2355
103.9,1,0.2356
103.9,1,0.2357
103.9,1,0.2358
103.9,1,0.2359
103.9,1,0.2360
103.9,1,0.2361
103.9,1,0.2362
103.9,1,0.2363
103.9,1,0.2364
103.9,1,0.2365
103.9,1,0.2366
103.9,1,0.2367
103.9,1,0.2368
103.9,1,0.2369
103.9,1,0.2370
103.9,1,0.2371
103.9,1,0.2372
103.9,1,0.2373
103.9,1,0.2374
103.9,1,0.2375
103.9,1,0.2376
103.9,1,0.2377
103.9,1,0.2378
103.9,1,0.2379
103.9,1,0.2380
103.9,1,0.2381
103.9,1,0.2382
103.9,1,0.2383
103.9,1,0.2384
103.9,1,0.2385
103.9,1,0.2386
103.9,1,0.2387
103.9,1,0.2388
103.9,1,0.2389
103.9,1,0.2390
103.9,1,0.2391
103.9,1,0.2392
103.9,1,0.2393
103.9,1,0.2394
103.9,1,0.2395
103.9,1,0.2396
103.9,1,0.2397
103.9,1,0.2398
103.9,1,0.2399
103.9,1,0.2400
103.9,1,0.2401
103.9,1,0.2402
103.9,1,0.2403
103.9,1,0.2404
103.9,1,0.2405
103.9,1,0.2406
103.9,1,0.2407
103.9,1,0.2408
103.9,1,0.2409
103.9,1,0.2410
103.9,1,0.2411
103.9,1,0.2412
103.9,1,0.2413
104.0,1,0.2414
104.0,1,0.2415
104.0,1,0.2416
104.0,1,0.2417
104.0,1,0.2418
104.0,1,0.2419
104.0,1,0.2420
104.0,1,0.2421
104.0,1,0.2422
104.0,1,0.2423
104.0,1,0.2424
104.0,1,0.2425
104.0,1,0.2426
104.0,1,0.2427
104.0,1,0.2428
104.0,1,0.2429
104.0,1,0.2430
104.0,1,0.2431
104.0,1,0.2432
104.0,1,0.2433
104.0,1,0.2434
104.0,1,0.2435
104.0,1,0.2436
104.0,1,0.2437
104.0,1,0.2438
104.0,1,0.2439
104.0,1,0.2440
104.0,1,0.2441
104.0,1,0.2442
104.0,1,0.2443
104.0,1,0.2444
104.0,1,0.2445
104.0,1,0.2446
104.0,1,0.2447
104.0,1,0.2448
104.0,1,0.2449
104.0,1,0.2450
104.0,1,0.2451
104.0,1,0.2452
104.0,1,0.2453
104.0,1,0.2454
104.0,1,0.2455
104.0,1,0.2456
104.0,1,0.2457
104.0,1,0.2458
104.0,1,0.2459
104.0,1,0.2460
104.0,1,0.2461
104.0,1,0.2462
104.0,1,0.2463
104.0,1,0.2464
104.0,1,0.2465
104.0,1,0.2466
104.0,1,0.2467
104.0,1,0.2468
104.0,1,0.2469
104.0,1,0.2470
104.0,1,0.2471
104.0,1,0.2472
104.0,1,0.2473
104.0,1,0.2474
104.0,1,0.2475
104.0,1,0.2476
104.0,1,0.2477
104.0,1,0.2478
104.0,1,0.2479
104.0,1,0.2480
104.0,1,0.2481
104.0,1,0.2482
104.0,1,0.2483
104.0,1,0.2484
104.0,1,0.2485
104.0,1,0.2486
104.0,1,0.2487
104.0,1,0.2488
104.0,1,0.2489
104.0,1,0.2490
104.0,1,0.2491
104.0,1,0.2492
104.0,1,0.2493
104.0,1,0.2494
104.0,1,0.2495
104.1,1,0.2496
104.1,1,0.2497
104.1,1,0.2498
104.1,1,0.2499
104.1,1,0.2500
104.1,1,0.2501
104.1,1,0.2502
104.1,1,0.2503
104.1,1,0.2504
104.1,1,0.2505
104.1,1,0.2506
104.1,1,0.2507
104.1,1,0.2508
104.1,1,0.2509
104.1,1,0.2510
104.1,1,0.2511
104.1,1,0.2512
104.1,1,0.2513
104.1,1,0.2514
104.1,1,0.2515
104.1,1,0.2516
104.1,1,0.2517
104.1,1,0.2518
104.1,1,0.2519
104.1,1,0.2520
104.1,1,0.2521
104.1,1,0.2522
104.1,1,0.2523
104.1,1,0.2524
104.1,1,0.2525
104.1,1,0.2526
104.1,1,0.2527
104.1,1,0.2528
104.1,1,0.2529
104.1,1,0.2530
104.1,1,0.2531
104.1,1,0.2532
104.1,1,0.2533
104.1,1,0.2534
104.1,1,0.2535
104.1,1,0.2536
