Duration_Days,Frequency,Cumulative_Probability
104.1,1,0.2537
104.1,1,0.2538
104.1,1,0.2539
104.1,1,0.2540
104.1,1,0.2541
104.1,1,0.2542
104.1,1,0.2543
104.1,1,0.2544
104.1,1,0.2545
104.1,1,0.2546
104.1,1,0.2547
104.1,1,0.2548
104.1,1,0.2549
104.1,1,0.2550
104.1,1,0.2551
104.1,1,0.2552
104.1,1,0.2553
104.1,1,0.2554
104.1,1,0.2555
104.1,1,0.2556
104.1,1,0.2557
104.1,1,0.2558
104.1,1,0.2559
104.1,1,0.2560
104.1,1,0.2561
104.1,1,0.2562
104.1,1,0.2563
104.1,1,0.2564
104.1,1,0.2565
104.1,1,0.2566
104.1,1,0.2567
104.1,1,0.2568
104.1,1,0.2569
104.1,1,0.2570
104.1,1,0.2571
104.1,1,0.2572
104.1,1,0.2573
104.1,1,0.2574
104.1,1,0.2575
104.1,1,0.2576
104.1,1,0.2577
104.1,1,0.2578
104.1,1,0.2579
104.1,1,0.2580
104.1,1,0.2581
104.1,1,0.2582
104.1,1,0.2583
104.1,1,0.2584
104.1,1,0.2585
104.1,1,0.2586
104.1,1,0.2587
104.2,1,0.2588
104.2,1,0.2589
104.2,1,0.2590
104.2,1,0.2591
104.2,1,0.2592
104.2,1,0.2593
104.2,1,0.2594
104.2,1,0.2595
104.2,1,0.2596
104.2,1,0.2597
104.2,1,0.2598
104.2,1,0.2599
104.2,1,0.2600
104.2,1,0.2601
104.2,1,0.2602
104.2,1,0.2603
104.2,1,0.2604
104.2,1,0.2605
104.2,1,0.2606
104.2,1,0.2607
104.2,1,0.2608
104.2,1,0.2609
104.2,1,0.2610
104.2,1,0.2611
104.2,1,0.2612
104.2,1,0.2613
104.2,1,0.2614
104.2,1,0.2615
104.2,1,0.2616
104.2,1,0.2617
104.2,1,0.2618
104.2,1,0.2619
104.2,1,0.2620
104.2,1,0.2621
104.2,1,0.2622
104.2,1,0.2623
104.2,1,0.2624
104.2,1,0.2625
104.2,1,0.2626
104.2,1,0.2627
104.2,1,0.2628
104.2,1,0.2629
104.2,1,0.2630
104.2,1,0.2631
104.2,1,0.2632
104.2,1,0.2633
104.2,1,0.2634
104.2,1,0.2635
104.2,1,0.2636
104.2,1,0.2637
104.2,1,0.2638
104.2,1,0.2639
104.2,1,0.2640
104.2,1,0.2641
104.2,1,0.2642
104.2,1,0.2643
104.2,1,0.2644
104.2,1,0.2645
104.2,1,0.2646
104.2,1,0.2647
104.2,1,0.2648
104.2,1,0.2649
104.2,1,0.2650
104.2,1,0.2651
104.2,1,0.2652
104.2,1,0.2653
104.2,1,0.2654
104.2,1,0.2655
104.2,1,0.2656
104.2,1,0.2657
104.2,1,0.2658
104.2,1,0.2659
104.2,1,0.2660
104.2,1,0.2661
104.3,1,0.2662
104.3,1,0.2663
104.3,1,0.2664
104.3,1,0.2665
104.3,1,0.2666
104.3,1,0.2667
104.3,1,0.2668
104.3,1,0.2669
104.3,1,0.2670
104.3,1,0.2671
104.3,1,0.2672
104.3,1,0.2673
104.3,1,0.2674
104.3,1,0.2675
104.3,1,0.2676
104.3,1,0.2677
104.3,1,0.2678
104.3,1,0.2679
104.3,1,0.2680
104.3,1,0.2681
104.3,1,0.2682
104.3,1,0.2683
104.3,1,0.2684
104.3,1,0.2685
104.3,1,0.2686
104.3,1,0.2687
104.3,1,0.2688
104.3,1,0.2689
104.3,1,0.2690
104.3,1,0.2691
104.3,1,0.2692
104.3,1,0.2693
104.3,1,0.2694
104.3,1,0.2695
104.3,1,0.2696
104.3,1,0.2697
104.3,1,0.2698
104.3,1,0.2699
104.3,1,0.2700
104.3,1,0.2701
104.3,1,0.2702
104.3,1,0.2703
104.3,1,0.2704
104.3,1,0.2705
104.3,1,0.2706
104.3,1,0.2707
104.3,1,0.2708
104.3,1,0.2709
104.3,1,0.2710
104.3,1,0.2711
104.3,1,0.2712
104.3,1,0.2713
104.3,1,0.2714
104.3,1,0.2715
104.3,1,0.2716
104.3,1,0.2717
104.3,1,0.2718
104.3,1,0.2719
104.3,1,0.2720
104.3,1,0.2721
104.3,1,0.2722
104.3,1,0.2723
104.3,1,0.2724
104.3,1,0.2725
104.3,1,0.2726
104.3,1,0.2727
104.3,1,0.2728
104.3,1,0.2729
104.3,1,0.2730
104.3,1,0.2731
104.3,1,0.2732
104.3,1,0.2733
104.3,1,0.2734
104.3,1,0.2735
104.3,1,0.2736
104.3,1,0.2737
104.3,1,0.2738
104.3,1,0.2739
104.3,1,0.2740
104.3,1,0.2741
104.3,1,0.2742
104.3,1,0.2743
104.4,1,0.2744
104.4,1,0.2745
104.4,1,0.2746
104.4,1,0.2747
104.4,1,0.2748
104.4,1,0.2749
104.4,1,0.2750
104.4,1,0.2751
104.4,1,0.2752
104.4,1,0.2753
104.4,1,0.2754
104.4,1,0.2755
104.4,1,0.2756
104.4,1,0.2757
104.4,1,0.2758
104.4,1,0.2759
104.4,1,0.2760
104.4,1,0.2761
104.4,1,0.2762
104.4,1,0.2763
104.4,1,0.2764
104.4,1,0.2765
104.4,1,0.2766
104.4,1,0.2767
104.4,1,0.2768
104.4,1,0.2769
104.4,1,0.2770
104.4,1,0.2771
104.4,1,0.2772
104.4,1,0.2773
104.4,1,0.2774
104.4,1,0.2775
104.4,1,0.2776
104.4,1,0.2777
104.4,1,0.2778
104.4,1,0.2779
104.4,1,0.2780
104.4,1,0.2781
104.4,1,0.2782
104.4,1,0.2783
104.4,1,0.2784
104.4,1,0.2785
104.4,1,0.2786
104.4,1,0.2787
104.4,1,0.2788
104.4,1,0.2789
104.4,1,0.2790
104.4,1,0.2791
104.4,1,0.2792
104.4,1,0.2793
104.4,1,0.2794
104.4,1,0.2795
104.4,1,0.2796
104.4,1,0.2797
104.4,1,0.2798
104.4,1,0.2799
104.4,1,0.2800
104.4,1,0.2801
104.4,1,0.2802
104.4,1,0.2803
104.4,1,0.2804
104.4,1,0.2805
104.4,1,0.2806
104.4,1,0.2807
104.4,1,0.2808
104.4,1,0.2809
104.4,1,0.2810
104.4,1,0.2811
104.4,1,0.2812
104.4,1,0.2813
104.4,1,0.2814
104.4,1,0.2815
104.4,1,0.2816
104.4,1,0.2817
104.4,1,0.2818
104.4,1,0.2819
104.4,1,0.2820
104.4,1,0.2821
104.4,1,0.2822
104.4,1,0.2823
104.4,1,0.2824
104.4,1,0.2825
104.4,1,0.2826
104.4,1,0.2827
104.4,1,0.2828
104.4,1,0.2829
104.4,1,0.2830
104.4,1,0.2831
104.4,1,0.2832
104.4,1,0.2833
104.4,1,0.2834
104.5,1,0.2835
104.5,1,0.2836
104.5,1,0.2837
104.5,1,0.2838
104.5,1,0.2839
104.5,1,0.2840
104.5,1,0.2841
104.5,1,0.2842
104.5,1,0.2843
104.5,1,0.2844
104.5,1,0.2845
104.5,1,0.2846
104.5,1,0.2847
104.5,1,0.2848
104.5,1,0.2849
104.5,1,0.2850
104.5,1,0.2851
104.5,1,0.2852
104.5,1,0.2853
104.5,1,0.2854
104.5,1,0.2855
104.5,1,0.2856
104.5,1,0.2857
104.5,1,0.2858
104.5,1,0.2859
104.5,1,0.2860
104.5,1,0.2861
104.5,1,0.2862
104.5,1,0.2863
104.5,1,0.2864
104.5,1,0.2865
104.5,1,0.2866
104.5,1,0.2867
104.5,1,0.2868
104.5,1,0.2869
104.5,1,0.2870
104.5,1,0.2871
104.5,1,0.2872
104.5,1,0.2873
104.5,1,0.2874
104.5,1,0.2875
104.5,1,0.2876
104.5,1,0.2877
104.5,1,0.2878
104.5,1,0.2879
104.5,1,0.2880
104.5,1,0.2881
104.5,1,0.2882
104.5,1,0.2883
104.5,1,0.2884
104.5,1,0.2885
104.5,1,0.2886
104.5,1,0.2887
104.5,1,0.2888
104.5,1,0.2889
104.5,1,0.2890
104.5,1,0.2891
104.5,1,0.2892
104.5,1,0.2893
104.5,1,0.2894
104.5,1,0.2895
104.5,1,0.2896
104.5,1,0.2897
104.5,1,0.2898
104.5,1,0.2899
104.5,1,0.2900
104.5,1,0.2901
104.5,1,0.2902
104.5,1,0.2903
104.5,1,0.2904
104.5,1,0.2905
104.5,1,0.2906
104.5,1,0.2907
104.5,1,0.2908
104.5,1,0.2909
104.5,1,0.2910
104.5,1,0.2911
104.5,1,0.2912
104.5,1,0.2913
104.5,1,0.2914
104.5,1,0.2915
104.5,1,0.2916
104.5,1,0.2917
104.5,1,0.2918
104.5,1,0.2919
104.5,1,0.2920
104.5,1,0.2921
104.5,1,0.2922
104.5,1,0.2923
104.5,1,0.2924
104.5,1,0.2925
104.5,1,0.2926
104.5,1,0.2927
104.5,1,0.2928
104.6,1,0.2929
104.6,1,0.2930
104.6,1,0.2931
104.6,1,0.2932
104.6,1,0.2933
104.6,1,0.2934
104.6,1,0.2935
104.6,1,0.2936
104.6,1,0.2937
104.6,1,0.2938
104.6,1,0.2939
104.6,1,0.2940
104.6,1,0.2941
104.6,1,0.2942
104.6,1,0.2943
104.6,1,0.2944
104.6,1,0.2945
104.6,1,0.2946
104.6,1,0.2947
104.6,1,0.2948
104.6,1,0.2949
104.6,1,0.2950
104.6,1,0.2951
104.6,1,0.2952
104.6,1,0.2953
104.6,1,0.2954
104.6,1,0.2955
104.6,1,0.2956
104.6,1,0.2957
104.6,1,0.2958
104.6,1,0.2959
104.6,1,0.2960
104.6,1,0.2961
104.6,1,0.2962
104.6,1,0.2963
104.6,1,0.2964
104.6,1,0.2965
104.6,1,0.2966
104.6,1,0.2967
104.6,1,0.2968
104.6,1,0.2969
104.6,1,0.2970
104.6,1,0.2971
104.6,1,0.2972
104.6,1,0.2973
104.6,1,0.2974
104.6,1,0.2975
104.6,1,0.2976
104.6,1,0.2977
104.6,1,0.2978
104.6,1,0.2979
104.6,1,0.2980
104.6,1,0.2981
104.6,1,0.2982
104.6,1,0.2983
104.6,1,0.2984
104.6,1,0.2985
104.6,1,0.2986
104.6,1,0.2987
104.6,1,0.2988
104.6,1,0.2989
104.6,1,0.2990
104.6,1,0.2991
104.6,1,0.2992
104.6,1,0.2993
104.6,1,0.2994
104.6,1,0.2995
104.6,1,0.2996
104.6,1,0.2997
104.6,1,0.2998
104.6,1,0.2999
104.6,1,0.3000
104.6,1,0.3001
104.6,1,0.3002
104.6,1,0.3003
104.6,1,0.3004
104.6,1,0.3005
104.6,1,0.3006
104.6,1,0.3007
104.6,1,0.3008
104.6,1,0.3009
104.6,1,0.3010
104.6,1,0.3011
104.6,1,0.3012
104.6,1,0.3013
104.6,1,0.3014
104.6,1,0.3015
104.6,1,0.3016
104.6,1,0.3017
104.6,1,0.3018
104.6,1,0.3019
104.6,1,0.3020
104.6,1,0.3021
104.6,1,0.3022
104.6,1,0.3023
104.6,1,0.3024
104.7,1,0.3025
104.7,1,0.3026
104.7,1,0.3027
104.7,1,0.3028
104.7,1,0.3029
104.7,1,0.3030
104.7,1,0.3031
104.7,1,0.3032
104.7,1,0.3033
104.7,1,0.3034
104.7,1,0.3035
104.7,1,0.3036
104.7,1,0.3037
104.7,1,0.3038
104.7,1,0.3039
104.7,1,0.3040
104.7,1,0.3041
104.7,1,0.3042
104.7,1,0.3043
104.7,1,0.3044
104.7,1,0.3045
104.7,1,0.3046
104.7,1,0.3047
104.7,1,0.3048
104.7,1,0.3049
104.7,1,0.3050
104.7,1,0.3051
104.7,1,0.3052
104.7,1,0.3053
104.7,1,0.3054
104.7,1,0.3055
104.7,1,0.3056
104.7,1,0.3057
104.7,1,0.3058
104.7,1,0.3059
104.7,1,0.3060
104.7,1,0.3061
104.7,1,0.3062
104.7,1,0.3063
104.7,1,0.3064
104.7,1,0.3065
104.7,1,0.3066
104.7,1,0.3067
104.7,1,0.3068
104.7,1,0.3069
104.7,1,0.3070
104.7,1,0.3071
104.7,1,0.3072
104.7,1,0.3073
104.7,1,0.3074
104.7,1,0.3075
104.7,1,0.3076
104.7,1,0.3077
104.7,1,0.3078
104.7,1,0.3079
104.7,1,0.3080
104.7,1,0.3081
104.7,1,0.3082
104.7,1,0.3083
104.7,1,0.3084
104.7,1,0.3085
104.7,1,0.3086
104.7,1,0.3087
104.7,1,0.3088
104.7,1,0.3089
104.7,1,0.3090
104.7,1,0.3091
104.7,1,0.3092
104.7,1,0.3093
104.7,1,0.3094
104.7,1,0.3095
104.7,1,0.3096
104.7,1,0.3097
104.7,1,0.3098
104.7,1,0.3099
104.7,1,0.3100
104.7,1,0.3101
104.8,1,0.3102
104.8,1,0.3103
104.8,1,0.3104
104.8,1,0.3105
104.8,1,0.3106
104.8,1,0.3107
104.8,1,0.3108
104.8,1,0.3109
104.8,1,0.3110
104.8,1,0.3111
104.8,1,0.3112
104.8,1,0.3113
104.8,1,0.3114
104.8,1,0.3115
104.8,1,0.3116
104.8,1,0.3117
104.8,1,0.3118
104.8,1,0.3119
104.8,1,0.3120
104.8,1,0.3121
104.8,1,0.3122
104.8,1,0.3123
104.8,1,0.3124
104.8,1,0.3125
104.8,1,0.3126
104.8,1,0.3127
104.8,1,0.3128
104.8,1,0.3129
104.8,1,0.3130
104.8,1,0.3131
104.8,1,0.3132
104.8,1,0.3133
104.8,1,0.3134
104.8,1,0.3135
104.8,1,0.3136
104.8,1,0.3137
104.8,1,0.3138
104.8,1,0.3139
104.8,1,0.3140
104.8,1,0.3141
104.8,1,0.3142
104.8,1,0.3143
104.8,1,0.3144
104.8,1,0.3145
104.8,1,0.3146
104.8,1,0.3147
104.8,1,0.3148
104.8,1,0.3149
104.8,1,0.3150
104.8,1,0.3151
104.8,1,0.3152
104.8,1,0.3153
104.8,1,0.3154
104.8,1,0.3155
104.8,1,0.3156
104.8,1,0.3157
104.8,1,0.3158
104.8,1,0.3159
104.8,1,0.3160
104.8,1,0.3161
104.8,1,0.3162
104.8,1,0.3163
104.8,1,0.3164
104.8,1,0.3165
104.8,1,0.3166
104.8,1,0.3167
104.8,1,0.3168
104.8,1,0.3169
104.8,1,0.3170
104.8,1,0.3171
104.8,1,0.3172
104.8,1,0.3173
104.9,1,0.3174
104.9,1,0.3175
104.9,1,0.3176
104.9,1,0.3177
104.9,1,0.3178
104.9,1,0.3179
104.9,1,0.3180
104.9,1,0.3181
104.9,1,0.3182
104.9,1,0.3183
104.9,1,0.3184
104.9,1,0.3185
104.9,1,0.3186
104.9,1,0.3187
104.9,1,0.3188
104.9,1,0.3189
104.9,1,0.3190
104.9,1,0.3191
104.9,1,0.3192
104.9,1,0.3193
104.9,1,0.3194
104.9,1,0.3195
104.9,1,0.3196
104.9,1,0.3197
104.9,1,0.3198
104.9,1,0.3199
104.9,1,0.3200
104.9,1,0.3201
104.9,1,0.3202
104.9,1,0.3203
104.9,1,0.3204
104.9,1,0.3205
104.9,1,0.3206
104.9,1,0.3207
104.9,1,0.3208
104.9,1,0.3209
104.9,1,0.3210
104.9,1,0.3211
104.9,1,0.3212
104.9,1,0.3213
104.9,1,0.3214
104.9,1,0.3215
104.9,1,0.3216
104.9,1,0.3217
104.9,1,0.3218
104.9,1,0.3219
104.9,1,0.3220
104.9,1,0.3221
104.9,1,0.3222
104.9,1,0.3223
104.9,1,0.3224
104.9,1,0.3225
104.9,1,0.3226
104.9,1,0.3227
104.9,1,0.3228
104.9,1,0.3229
104.9,1,0.3230
104.9,1,0.3231
104.9,1,0.3232
104.9,1,0.3233
104.9,1,0.3234
104.9,1,0.3235
104.9,1,0.3236
104.9,1,0.3237
104.9,1,0.3238
104.9,1,0.3239
104.9,1,0.3240
104.9,1,0.3241
104.9,1,0.3242
104.9,1,0.3243
104.9,1,0.3244
104.9,1,0.3245
104.9,1,0.3246
104.9,1,0.3247
104.9,1,0.3248
104.9,1,0.3249
104.9,1,0.3250
104.9,1,0.3251
104.9,1,0.3252
104.9,1,0.3253
104.9,1,0.3254
104.9,1,0.3255
104.9,1,0.3256
104.9,1,0.3257
104.9,1,0.3258
104.9,1,0.3259
104.9,1,0.3260
105.0,1,0.3261
105.0,1,0.3262
105.0,1,0.3263
105.0,1,0.3264
105.0,1,0.3265
105.0,1,0.3266
105.0,1,0.3267
105.0,1,0.3268
105.0,1,0.3269
105.0,1,0.3270
105.0,1,0.3271
105.0,1,0.3272
105.0,1,0.3273
105.0,1,0.3274
105.0,1,0.3275
105.0,1,0.3276
105.0,1,0.3277
105.0,1,0.3278
105.0,1,0.3279
105.0,1,0.3280
105.0,1,0.3281
105.0,1,0.3282
105.0,1,0.3283
105.0,1,0.3284
105.0,1,0.3285
105.0,1,0.3286
105.0,1,0.3287
105.0,1,0.3288
105.0,1,0.3289
105.0,1,0.3290
105.0,1,0.3291
105.0,1,0.3292
105.0,1,0.3293
105.0,1,0.3294
105.0,1,0.3295
105.0,1,0.3296
105.0,1,0.3297
105.0,1,0.3298
105.0,1,0.3299
105.0,1,0.3300
105.0,1,0.3301
105.0,1,0.3302
105.0,1,0.3303
105.0,1,0.3304
105.0,1,0.3305
105.0,1,0.3306
105.0,1,0.3307
105.0,1,0.3308
105.0,1,0.3309
105.0,1,0.3310
105.0,1,0.3311
105.0,1,0.3312
105.0,1,0.3313
105.0,1,0.3314
105.0,1,0.3315
105.0,1,0.3316
105.0,1,0.3317
105.0,1,0.3318
105.0,1,0.3319
105.0,1,0.3320
105.0,1,0.3321
105.0,1,0.3322
105.0,1,0.3323
105.0,1,0.3324
105.0,1,0.3325
105.0,1,0.3326
105.0,1,0.3327
105.0,1,0.3328
105.0,1,0.3329
105.0,1,0.3330
105.0,1,0.3331
105.0,1,0.3332
105.0,1,0.3333
105.0,1,0.3334
105.0,1,0.3335
105.0,1,0.3336
105.0,1,0.3337
105.0,1,0.3338
105.0,1,0.3339
105.0,1,0.3340
105.0,1,0.3341
105.0,1,0.3342
105.0,1,0.3343
105.0,1,0.3344
105.0,1,0.3345
105.0,1,0.3346
105.0,1,0.3347
105.0,1,0.3348
105.0,1,0.3349
105.0,1,0.3350
105.0,1,0.3351
105.0,1,0.3352
105.1,1,0.3353
105.1,1,0.3354
105.1,1,0.3355
105.1,1,0.3356
105.1,1,0.3357
105.1,1,0.3358
105.1,1,0.3359
105.1,1,0.3360
105.1,1,0.3361
105.1,1,0.3362
105.1,1,0.3363
105.1,1,0.3364
105.1,1,0.3365
105.1,1,0.3366
105.1,1,0.3367
105.1,1,0.3368
105.1,1,0.3369
105.1,1,0.3370
105.1,1,0.3371
105.1,1,0.3372
105.1,1,0.3373
105.1,1,0.3374
105.1,1,0.3375
105.1,1,0.3376
105.1,1,0.3377
105.1,1,0.3378
105.1,1,0.3379
105.1,1,0.3380
105.1,1,0.3381
105.1,1,0.3382
105.1,1,0.3383
105.1,1,0.3384
105.1,1,0.3385
105.1,1,0.3386
105.1,1,0.3387
105.1,1,0.3388
105.1,1,0.3389
105.1,1,0.3390
105.1,1,0.3391
105.1,1,0.3392
105.1,1,0.3393
105.1,1,0.3394
105.1,1,0.3395
105.1,1,0.3396
105.1,1,0.3397
105.1,1,0.3398
105.1,1,0.3399
105.1,1,0.3400
105.1,1,0.3401
105.1,1,0.3402
105.1,1,0.3403
105.1,1,0.3404
105.1,1,0.3405
105.1,1,0.3406
105.1,1,0.3407
105.1,1,0.3408
105.1,1,0.3409
105.1,1,0.3410
105.1,1,0.3411
105.1,1,0.3412
105.1,1,0.3413
105.1,1,0.3414
105.1,1,0.3415
105.1,1,0.3416
105.1,1,0.3417
105.1,1,0.3418
105.1,1,0.3419
105.1,1,0.3420
105.1,1,0.3421
105.1,1,0.3422
105.1,1,0.3423
105.1,1,0.3424
105.1,1,0.3425
105.1,1,0.3426
105.1,1,0.3427
105.1,1,0.3428
105.1,1,0.3429
105.1,1,0.3430
105.1,1,0.3431
105.1,1,0.3432
105.1,1,0.3433
105.1,1,0.3434
105.1,1,0.3435
105.1,1,0.3436
105.2,1,0.3437
105.2,1,0.3438
105.2,1,0.3439
105.2,1,0.3440
105.2,1,0.3441
105.2,1,0.3442
105.2,1,0.3443
105.2,1,0.3444
105.2,1,0.3445
105.2,1,0.3446
105.2,1,0.3447
105.2,1,0.3448
105.2,1,0.3449
105.2,1,0.3450
105.2,1,0.3451
105.2,1,0.3452
105.2,1,0.3453
105.2,1,0.3454
105.2,1,0.3455
105.2,1,0.3456
105.2,1,0.3457
105.2,1,0.3458
105.2,1,0.3459
105.2,1,0.3460
105.2,1,0.3461
105.2,1,0.3462
105.2,1,0.3463
105.2,1,0.3464
105.2,1,0.3465
105.2,1,0.3466
105.2,1,0.3467
105.2,1,0.3468
105.2,1,0.3469
105.2,1,0.3470
105.2,1,0.3471
105.2,1,0.3472
105.2,1,0.3473
105.2,1,0.3474
105.2,1,0.3475
105.2,1,0.3476
105.2,1,0.3477
105.2,1,0.3478
105.2,1,0.3479
105.2,1,0.3480
105.2,1,0.3481
105.2,1,0.3482
105.2,1,0.3483
105.2,1,0.3484
105.2,1,0.3485
105.2,1,0.3486
105.2,1,0.3487
105.2,1,0.3488
105.2,1,0.3489
105.2,1,0.3490
105.2,1,0.3491
105.2,1,0.3492
105.2,1,0.3493
105.2,1,0.3494
105.2,1,0.3495
105.2,1,0.3496
105.2,1,0.3497
105.2,1,0.3498
105.2,1,0.3499
105.2,1,0.3500
105.2,1,0.3501
105.2,1,0.3502
105.2,1,0.3503
105.2,1,0.3504
105.2,1,0.3505
105.2,1,0.3506
105.2,1,0.3507
105.2,1,0.3508
105.2,1,0.3509
105.2,1,0.3510
105.2,1,0.3511
105.2,1,0.3512
105.2,1,0.3513
105.2,1,0.3514
105.2,1,0.3515
105.2,1,0.3516
105.2,1,0.3517
105.2,1,0.3518
105.2,1,0.3519
105.2,1,0.3520
105.2,1,0.3521
105.2,1,0.3522
105.2,1,0.3523
105.2,1,0.3524
105.2,1,0.3525
105.2,1,0.3526
105.2,1,0.3527
105.2,1,0.3528
105.2,1,0.3529
105.2,1,0.3530
105.2,1,0.3531
105.2,1,0.3532
105.2,1,0.3533
105.2,1,0.3534
105.2,1,0.3535
105.2,1,0.3536
105.2,1,0.3537
105.2,1,0.3538
105.2,1,0.3539
105.2,1,0.3540
105.2,1,0.3541
105.2,1,0.3542
105.2,1,0.3543
105.2,1,0.3544
105.3,1,0.3545
105.3,1,0.3546
105.3,1,0.3547
105.3,1,0.3548
105.3,1,0.3549
105.3,1,0.3550
105.3,1,0.3551
105.3,1,0.3552
105.3,1,0.3553
105.3,1,0.3554
105.3,1,0.3555
105.3,1,0.3556
105.3,1,0.3557
105.3,1,0.3558
105.3,1,0.3559
105.3,1,0.3560
105.3,1,0.3561
105.3,1,0.3562
105.3,1,0.3563
105.3,1,0.3564
105.3,1,0.3565
105.3,1,0.3566
105.3,1,0.3567
105.3,1,0.3568
105.3,1,0.3569
105.3,1,0.3570
105.3,1,0.3571
105.3,1,0.3572
105.3,1,0.3573
105.3,1,0.3574
105.3,1,0.3575
105.3,1,0.3576
105.3,1,0.3577
105.3,1,0.3578
105.3,1,0.3579
105.3,1,0.3580
105.3,1,0.3581
105.3,1,0.3582
105.3,1,0.3583
105.3,1,0.3584
105.3,1,0.3585
105.3,1,0.3586
105.3,1,0.3587
105.3,1,0.3588
105.3,1,0.3589
105.3,1,0.3590
105.3,1,0.3591
105.3,1,0.3592
105.3,1,0.3593
105.3,1,0.3594
105.3,1,0.3595
105.3,1,0.3596
105.3,1,0.3597
105.3,1,0.3598
105.3,1,0.3599
105.3,1,0.3600
105.3,1,0.3601
105.3,1,0.3602
105.3,1,0.3603
105.3,1,0.3604
105.3,1,0.3605
105.3,1,0.3606
105.3,1,0.3607
105.3,1,0.3608
105.3,1,0.3609
105.3,1,0.3610
105.3,1,0.3611
105.3,1,0.3612
105.3,1,0.3613
105.3,1,0.3614
105.3,1,0.3615
105.3,1,0.3616
105.3,1,0.3617
105.3,1,0.3618
105.3,1,0.3619
105.3,1,0.3620
105.3,1,0.3621
105.3,1,0.3622
105.3,1,0.3623
105.3,1,0.3624
105.3,1,0.3625
105.3,1,0.3626
105.3,1,0.3627
105.3,1,0.3628
105.3,1,0.3629
105.3,1,0.3630
105.3,1,0.3631
105.3,1,0.3632
105.3,1,0.3633
105.3,1,0.3634
105.3,1,0.3635
105.3,1,0.3636
105.3,1,0.3637
105.3,1,0.3638
105.3,1,0.3639
105.4,1,0.3640
105.4,1,0.3641
105.4,1,0.3642
105.4,1,0.3643
105.4,1,0.3644
105.4,1,0.3645
105.4,1,0.3646
105.4,1,0.3647
105.4,1,0.3648
105.4,1,0.3649
105.4,1,0.3650
105.4,1,0.3651
105.4,1,0.3652
105.4,1,0.3653
105.4,1,0.3654
105.4,1,0.3655
105.4,1,0.3656
105.4,1,0.3657
105.4,1,0.3658
105.4,1,0.3659
105.4,1,0.3660
105.4,1,0.3661
105.4,1,0.3662
105.4,1,0.3663
105.4,1,0.3664
105.4,1,0.3665
105.4,1,0.3666
105.4,1,0.3667
105.4,1,0.3668
105.4,1,0.3669
105.4,1,0.3670
105.4,1,0.3671
105.4,1,0.3672
105.4,1,0.3673
105.4,1,0.3674
105.4,1,0.3675
105.4,1,0.3676
105.4,1,0.3677
105.4,1,0.3678
105.4,1,0.3679
105.4,1,0.3680
105.4,1,0.3681
105.4,1,0.3682
105.4,1,0.3683
105.4,1,0.3684
105.4,1,0.3685
105.4,1,0.3686
105.4,1,0.3687
105.4,1,0.3688
105.4,1,0.3689
105.4,1,0.3690
105.4,1,0.3691
105.4,1,0.3692
105.4,1,0.3693
105.4,1,0.3694
105.4,1,0.3695
105.4,1,0.3696
105.4,1,0.3697
105.4,1,0.3698
105.4,1,0.3699
105.4,1,0.3700
105.4,1,0.3701
105.4,1,0.3702
105.4,1,0.3703
105.4,1,0.3704
105.4,1,0.3705
105.4,1,0.3706
105.4,1,0.3707
105.4,1,0.3708
105.4,1,0.3709
105.4,1,0.3710
105.4,1,0.3711
105.4,1,0.3712
105.4,1,0.3713
105.4,1,0.3714
105.4,1,0.3715
105.4,1,0.3716
105.4,1,0.3717
105.4,1,0.3718
105.4,1,0.3719
105.4,1,0.3720
105.4,1,0.3721
105.4,1,0.3722
105.4,1,0.3723
105.4,1,0.3724
105.4,1,0.3725
105.4,1,0.3726
105.4,1,0.3727
105.4,1,0.3728
105.4,1,0.3729
105.4,1,0.3730
105.4,1,0.3731
105.4,1,0.3732
105.4,1,0.3733
105.4,1,0.3734
105.4,1,0.3735
105.4,1,0.3736
105.4,1,0.3737
105.4,1,0.3738
105.4,1,0.3739
105.4,1,0.3740
105.4,1,0.3741
105.4,1,0.3742
105.4,1,0.3743
105.5,1,0.3744
105.5,1,0.3745
105.5,1,0.3746
105.5,1,0.3747
105.5,1,0.3748
105.5,1,0.3749
105.5,1,0.3750
105.5,1,0.3751
105.5,1,0.3752
105.5,1,0.3753
105.5,1,0.3754
105.5,1,0.3755
105.5,1,0.3756
105.5,1,0.3757
105.5,1,0.3758
105.5,1,0.3759
105.5,1,0.3760
105.5,1,0.3761
105.5,1,0.3762
105.5,1,0.3763
105.5,1,0.3764
105.5,1,0.3765
105.5,1,0.3766
105.5,1,0.3767
105.5,1,0.3768
105.5,1,0.3769
105.5,1,0.3770
105.5,1,0.3771
105.5,1,0.3772
105.5,1,0.3773
105.5,1,0.3774
105.5,1,0.3775
105.5,1,0.3776
105.5,1,0.3777
105.5,1,0.3778
105.5,1,0.3779
105.5,1,0.3780
105.5,1,0.3781
105.5,1,0.3782
105.5,1,0.3783
105.5,1,0.3784
105.5,1,0.3785
105.5,1,0.3786
105.5,1,0.3787
105.5,1,0.3788
105.5,1,0.3789
105.5,1,0.3790
105.5,1,0.3791
105.5,1,0.3792
105.5,1,0.3793
105.5,1,0.3794
105.5,1,0.3795
105.5,1,0.3796
105.5,1,0.3797
105.5,1,0.3798
105.5,1,0.3799
105.5,1,0.3800
105.5,1,0.3801
105.5,1,0.3802
105.5,1,0.3803
105.5,1,0.3804
105.5,1,0.3805
105.5,1,0.3806
